Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
02/27/1928,29.95591861035156,29.95591861035156,29.95591861035156,29.95591861035156,0.0,0.0,0.0
02/28/1928,30.005917847412107,30.005917847412107,30.005917847412107,30.005917847412107,0.0,0.0,0.0
02/29/1928,30.105918228881833,30.105918228881833,30.105918228881833,30.105918228881833,0.0,0.0,0.0
03/01/1928,30.145917237060544,30.145917237060544,30.145917237060544,30.145917237060544,0.0,0.0,0.0
03/02/1928,30.145917237060544,30.145917237060544,30.145917237060544,30.145917237060544,0.0,0.0,0.0
03/05/1928,30.415917694824216,30.415917694824216,30.415917694824216,30.415917694824216,0.0,0.0,0.0
03/06/1928,30.515918076293943,30.515918076293943,30.515918076293943,30.515918076293943,0.0,0.0,0.0
03/07/1928,30.425917923706052,30.425917923706052,30.425917923706052,30.425917923706052,0.0,0.0,0.0
03/08/1928,30.485917389648435,30.485917389648435,30.485917389648435,30.485917389648435,0.0,0.0,0.0
03/09/1928,30.77591830517578,30.77591830517578,30.77591830517578,30.77591830517578,0.0,0.0,0.0
03/12/1928,30.845917999999998,30.845917999999998,30.845917999999998,30.845917999999998,0.0,0.0,0.0
03/13/1928,30.765918076293943,30.765918076293943,30.765918076293943,30.765918076293943,0.0,0.0,0.0
03/14/1928,30.77591830517578,30.77591830517578,30.77591830517578,30.77591830517578,0.0,0.0,0.0
03/15/1928,30.915917694824216,30.915917694824216,30.915917694824216,30.915917694824216,0.0,0.0,0.0
03/16/1928,31.105918228881833,31.105918228881833,31.105918228881833,31.105918228881833,0.0,0.0,0.0
03/19/1928,31.20591861035156,31.20591861035156,31.20591861035156,31.20591861035156,0.0,0.0,0.0
03/20/1928,31.305917084472654,31.305917084472654,31.305917084472654,31.305917084472654,0.0,0.0,0.0
03/21/1928,31.49591761853027,31.49591761853027,31.49591761853027,31.49591761853027,0.0,0.0,0.0
03/22/1928,31.445918381469724,31.445918381469724,31.445918381469724,31.445918381469724,0.0,0.0,0.0
03/23/1928,31.625918686645505,31.625918686645505,31.625918686645505,31.625918686645505,0.0,0.0,0.0
03/26/1928,31.895917237060544,31.895917237060544,31.895917237060544,31.895917237060544,0.0,0.0,0.0
03/27/1928,31.785918534057615,31.785918534057615,31.785918534057615,31.785918534057615,0.0,0.0,0.0
03/28/1928,31.735917389648435,31.735917389648435,31.735917389648435,31.735917389648435,0.0,0.0,0.0
03/29/1928,31.79591876293945,31.79591876293945,31.79591876293945,31.79591876293945,0.0,0.0,0.0
03/30/1928,32.125918686645505,32.125918686645505,32.125918686645505,32.125918686645505,0.0,0.0,0.0
04/02/1928,31.755917847412107,31.755917847412107,31.755917847412107,31.755917847412107,0.0,0.0,0.0
04/03/1928,31.86591845776367,31.86591845776367,31.86591845776367,31.86591845776367,0.0,0.0,0.0
04/04/1928,31.83591777111816,31.83591777111816,31.83591777111816,31.83591777111816,0.0,0.0,0.0
04/05/1928,32.075917542236326,32.075917542236326,32.075917542236326,32.075917542236326,0.0,0.0,0.0
04/09/1928,32.11591845776367,32.11591845776367,32.11591845776367,32.11591845776367,0.0,0.0,0.0
04/10/1928,31.945918381469724,31.945918381469724,31.945918381469724,31.945918381469724,0.0,0.0,0.0
04/11/1928,32.285918534057615,32.285918534057615,32.285918534057615,32.285918534057615,0.0,0.0,0.0
04/12/1928,32.25591784741211,32.25591784741211,32.25591784741211,32.25591784741211,0.0,0.0,0.0
04/13/1928,32.575917542236326,32.575917542236326,32.575917542236326,32.575917542236326,0.0,0.0,0.0
04/16/1928,32.52591830517578,32.52591830517578,32.52591830517578,32.52591830517578,0.0,0.0,0.0
04/17/1928,32.36591845776367,32.36591845776367,32.36591845776367,32.36591845776367,0.0,0.0,0.0
04/18/1928,32.36591845776367,32.36591845776367,32.36591845776367,32.36591845776367,0.0,0.0,0.0
04/19/1928,32.4759171607666,32.4759171607666,32.4759171607666,32.4759171607666,0.0,0.0,0.0
04/20/1928,32.18591815258789,32.18591815258789,32.18591815258789,32.18591815258789,0.0,0.0,0.0
04/23/1928,31.99591761853027,31.99591761853027,31.99591761853027,31.99591761853027,0.0,0.0,0.0
04/24/1928,32.095918,32.095918,32.095918,32.095918,0.0,0.0,0.0
04/25/1928,32.17591792370605,32.17591792370605,32.17591792370605,32.17591792370605,0.0,0.0,0.0
04/26/1928,40362.58072437976,32.31591731335449,32.31591731335449,32.31591731335449,0.0,0.0,0.0
04/27/1928,32.52591830517578,32.52591830517578,32.52591830517578,32.52591830517578,0.0,0.0,0.0
04/30/1928,32.595918,32.595918,32.595918,32.595918,0.0,0.0,0.0
05/01/1928,32.625918686645505,32.625918686645505,32.625918686645505,32.625918686645505,0.0,0.0,0.0
05/02/1928,32.67591792370605,32.67591792370605,32.67591792370605,32.67591792370605,0.0,0.0,0.0
05/03/1928,32.77591830517578,32.77591830517578,32.77591830517578,32.77591830517578,0.0,0.0,0.0
05/04/1928,33.08591777111816,33.08591777111816,33.08591777111816,33.08591777111816,0.0,0.0,0.0
05/07/1928,33.25591784741211,33.25591784741211,33.25591784741211,33.25591784741211,0.0,0.0,0.0
05/08/1928,33.11591845776367,33.11591845776367,33.11591845776367,33.11591845776367,0.0,0.0,0.0
05/09/1928,33.08591777111816,33.08591777111816,33.08591777111816,33.08591777111816,0.0,0.0,0.0
05/10/1928,33.055917084472654,33.055917084472654,33.055917084472654,33.055917084472654,0.0,0.0,0.0
05/11/1928,33.20591861035156,33.20591861035156,33.20591861035156,33.20591861035156,0.0,0.0,0.0
05/14/1928,33.285918534057615,33.285918534057615,35316.35956463513,33.285918534057615,0.0,0.0,
05/15/1928,33.235917389648435,33.235917389648435,33.235917389648435,33.235917389648435,0.0,0.0,0.0
05/16/1928,32.895917237060544,32.895917237060544,32.895917237060544,32.895917237060544,0.0,0.0,0.0
05/17/1928,32.965918839233396,32.965918839233396,32.965918839233396,32.965918839233396,0.0,0.0,0.0
05/18/1928,32.76591807629394,32.76591807629394,32.76591807629394,32.76591807629394,0.0,0.0,0.0
05/21/1928,32.4759171607666,32.4759171607666,32.4759171607666,32.4759171607666,0.0,0.0,0.0
05/22/1928,32.20591861035156,32.20591861035156,32.20591861035156,32.20591861035156,0.0,0.0,0.0
05/23/1928,32.595918,32.595918,32.595918,32.595918,0.0,0.0,0.0
05/24/1928,32.715918839233396,32.715918839233396,32.715918839233396,32.715918839233396,0.0,0.0,0.0
05/25/1928,32.74591761853027,32.74591761853027,32.74591761853027,32.74591761853027,0.0,0.0,0.0
05/28/1928,32.415917694824216,32.415917694824216,32.415917694824216,32.415917694824216,0.0,0.0,0.0
05/29/1928,32.665917694824216,32.665917694824216,32.665917694824216,32.665917694824216,0.0,0.0,0.0
05/31/1928,32.845918,32.845918,32.845918,32.845918,0.0,0.0,0.0
06/01/1928,32.915917694824216,32.915917694824216,32.915917694824216,32.915917694824216,0.0,0.0,0.0
06/04/1928,32.645917237060544,32.645917237060544,32.645917237060544,32.645917237060544,0.0,0.0,0.0
06/05/1928,32.695918381469724,32.695918381469724,32.695918381469724,32.695918381469724,0.0,0.0,0.0
06/06/1928,32.50591784741211,32.50591784741211,32.50591784741211,32.50591784741211,0.0,0.0,0.0
06/07/1928,32.45591861035156,32.45591861035156,32.45591861035156,32.45591861035156,0.0,0.0,0.0
06/08/1928,32.215918839233396,32.215918839233396,32.215918839233396,32.215918839233396,0.0,0.0,0.0
06/11/1928,31.52591830517578,31.52591830517578,31.52591830517578,31.52591830517578,0.0,0.0,0.0
06/12/1928,31.185918152587888,31.185918152587888,31.185918152587888,31.185918152587888,0.0,0.0,0.0
06/13/1928,31.735917389648435,31.735917389648435,31.735917389648435,31.735917389648435,0.0,0.0,0.0
06/14/1928,31.895917237060544,31.895917237060544,31.895917237060544,31.895917237060544,0.0,0.0,0.0
06/15/1928,31.58591777111816,31.58591777111816,31.58591777111816,31.58591777111816,0.0,0.0,0.0
06/18/1928,31.24591761853027,31.24591761853027,31.24591761853027,31.24591761853027,0.0,0.0,0.0
06/19/1928,31.185918152587888,31.185918152587888,31.185918152587888,31.185918152587888,0.0,0.0,0.0
06/20/1928,31.415917694824216,31.415917694824216,31.415917694824216,31.415917694824216,0.0,0.0,0.0
06/21/1928,31.40591746594238,31.40591746594238,31.40591746594238,31.40591746594238,0.0,0.0,0.0
06/22/1928,31.38591891552734,31.38591891552734,31.38591891552734,31.38591891552734,0.0,0.0,0.0
06/25/1928,31.31591731335449,31.31591731335449,31.31591731335449,31.31591731335449,0.0,0.0,0.0
06/26/1928,31.52591830517578,31.52591830517578,31.52591830517578,31.52591830517578,0.0,0.0,0.0
06/27/1928,31.70591861035156,31.70591861035156,31.70591861035156,31.70591861035156,0.0,0.0,0.0
06/28/1928,31.915917694824216,31.915917694824216,31.915917694824216,31.915917694824216,0.0,0.0,0.0
06/29/1928,31.985917389648435,31.985917389648435,31.985917389648435,31.985917389648435,0.0,0.0,0.0
07/02/1928,31.825917542236326,31.825917542236326,31.825917542236326,31.825917542236326,0.0,0.0,0.0
07/03/1928,32.13591891552734,32.13591891552734,32.13591891552734,32.13591891552734,0.0,0.0,0.0
07/05/1928,32.325917542236326,32.325917542236326,32.325917542236326,32.325917542236326,0.0,0.0,0.0
07/06/1928,32.235917389648435,32.235917389648435,32.235917389648435,32.235917389648435,0.0,0.0,0.0
07/09/1928,32.305917084472654,32.305917084472654,32.305917084472654,32.305917084472654,0.0,0.0,0.0
07/10/1928,32.27591830517578,32.27591830517578,32.27591830517578,32.27591830517578,0.0,0.0,0.0
07/11/1928,31.79591876293945,31.79591876293945,31.79591876293945,31.79591876293945,0.0,0.0,0.0
07/12/1928,31.65591746594238,31.65591746594238,33586.92843136487,31.65591746594238,0.0,0.0,0.0
07/13/1928,31.805917084472654,31.805917084472654,31.805917084472654,31.805917084472654,0.0,0.0,0.0
07/16/1928,31.54591876293945,31.54591876293945,31.54591876293945,31.54591876293945,0.0,0.0,0.0
07/17/1928,31.645917237060544,31.645917237060544,31.645917237060544,31.645917237060544,0.0,0.0,0.0
07/18/1928,31.875918686645505,31.875918686645505,31.875918686645505,31.875918686645505,0.0,0.0,0.0
07/19/1928,31.83591777111816,31.83591777111816,31.83591777111816,31.83591777111816,0.0,0.0,0.0
07/20/1928,39813.02243962024,31.875918686645505,31.875918686645505,31.875918686645505,0.0,0.0,0.0
07/23/1928,31.965918839233396,31.965918839233396,31.965918839233396,31.965918839233396,0.0,0.0,0.0
07/24/1928,31.935918152587888,31.935918152587888,31.935918152587888,31.935918152587888,0.0,0.0,0.0
07/25/1928,32.04591876293945,32.04591876293945,32.04591876293945,32.04591876293945,0.0,0.0,0.0
07/26/1928,32.08591777111816,32.08591777111816,32.08591777111816,32.08591777111816,0.0,0.0,0.0
07/27/1928,32.26591807629394,32.26591807629394,32.26591807629394,32.26591807629394,0.0,0.0,0.0
07/30/1928,32.31591731335449,32.31591731335449,32.31591731335449,32.31591731335449,0.0,0.0,0.0
07/31/1928,32.27591830517578,32.27591830517578,32.27591830517578,32.27591830517578,0.0,0.0,0.0
08/01/1928,32.26591807629394,32.26591807629394,32.26591807629394,32.26591807629394,0.0,0.0,0.0
08/02/1928,32.17591792370605,32.17591792370605,32.17591792370605,32.17591792370605,0.0,0.0,0.0
08/03/1928,32.20591861035156,32.20591861035156,32.20591861035156,32.20591861035156,0.0,0.0,0.0
08/06/1928,32.42591792370605,32.42591792370605,32.42591792370605,32.42591792370605,0.0,0.0,0.0
08/07/1928,32.33591777111816,32.33591777111816,32.33591777111816,32.33591777111816,0.0,0.0,0.0
08/08/1928,32.095918,32.095918,32.095918,32.095918,0.0,0.0,0.0
08/09/1928,32.145917237060544,32.145917237060544,32.145917237060544,32.145917237060544,0.0,0.0,0.0
08/10/1928,32.095918,32.095918,32.095918,32.095918,0.0,0.0,0.0
08/13/1928,32.13591891552734,32.13591891552734,32.13591891552734,32.13591891552734,0.0,0.0,0.0
08/14/1928,31.9759171607666,31.9759171607666,31.9759171607666,31.9759171607666,0.0,0.0,0.0
08/15/1928,32.31591731335449,32.31591731335449,32.31591731335449,32.31591731335449,0.0,0.0,0.0
08/16/1928,32.45591861035156,32.45591861035156,32.45591861035156,32.45591861035156,0.0,0.0,0.0
08/17/1928,32.485917389648435,32.485917389648435,32.485917389648435,7926.563843074218,0.0,0.0,0.0
08/20/1928,32.61591845776367,32.61591845776367,32.61591845776367,32.61591845776367,0.0,0.0,0.0
08/21/1928,32.86591845776367,32.86591845776367,32.86591845776367,32.86591845776367,0.0,0.0,0.0
08/22/1928,32.845918,32.845918,32.845918,32.845918,0.0,0.0,0.0
08/23/1928,32.86591845776367,32.86591845776367,32.86591845776367,32.86591845776367,0.0,0.0,0.0
08/24/1928,33.18591815258789,33.18591815258789,33.18591815258789,33.18591815258789,0.0,0.0,0.0
08/27/1928,33.2259171607666,33.2259171607666,33.2259171607666,33.2259171607666,0.0,0.0,0.0
08/28/1928,33.38591891552734,33.38591891552734,33.38591891552734,33.38591891552734,0.0,0.0,0.0
08/29/1928,33.42591792370605,33.42591792370605,33.42591792370605,33.42591792370605,0.0,0.0,0.0
08/30/1928,33.45591861035156,33.45591861035156,33.45591861035156,33.45591861035156,0.0,0.0,0.0
08/31/1928,33.715918839233396,33.715918839233396,33.715918839233396,33.715918839233396,0.0,0.0,0.0
09/04/1928,33.81591731335449,33.81591731335449,33.81591731335449,33.81591731335449,0.0,0.0,0.0
09/05/1928,33.915917694824216,33.915917694824216,33.915917694824216,33.915917694824216,0.0,0.0,0.0
09/06/1928,33.785918534057615,33.785918534057615,33.785918534057615,33.785918534057615,0.0,0.0,0.0
09/07/1928,33.93591815258789,33.93591815258789,36006.00915989575,33.93591815258789,0.0,0.0,0.0
09/10/1928,33.76591807629394,33.76591807629394,33.76591807629394,33.76591807629394,0.0,0.0,0.0
09/11/1928,33.92591792370605,33.92591792370605,33.92591792370605,33.92591792370605,0.0,0.0,0.0
09/12/1928,34.00591784741211,34.00591784741211,34.00591784741211,34.00591784741211,0.0,0.0,0.0
09/13/1928,33.985917389648435,33.985917389648435,33.985917389648435,33.985917389648435,0.0,0.0,0.0
09/14/1928,33.985917389648435,38879.88949375781,33.985917389648435,33.985917389648435,0.0,0.0,0.0
09/17/1928,34.17591792370605,34.17591792370605,34.17591792370605,34.17591792370605,0.0,0.0,0.0
09/18/1928,34.02591830517578,34.02591830517578,34.02591830517578,34.02591830517578,0.0,0.0,0.0
09/19/1928,34.02591830517578,34.02591830517578,34.02591830517578,34.02591830517578,0.0,0.0,0.0
09/20/1928,34.06591731335449,34.06591731335449,34.06591731335449,34.06591731335449,0.0,0.0,0.0
09/21/1928,34.20591861035156,34.20591861035156,34.20591861035156,34.20591861035156,0.0,0.0,0.0
09/24/1928,34.27591830517578,34.27591830517578,34.27591830517578,34.27591830517578,0.0,0.0,0.0
09/25/1928,34.25591784741211,34.25591784741211,34.25591784741211,8358.443954768554,0.0,0.0,0.0
09/26/1928,34.24591761853027,34.24591761853027,34.24591761853027,34.24591761853027,0.0,0.0,0.0
09/27/1928,33.9759171607666,33.9759171607666,33.9759171607666,33.9759171607666,0.0,0.0,0.0
09/28/1928,33.985917389648435,33.985917389648435,33.985917389648435,33.985917389648435,0.0,0.0,0.0
10/01/1928,34.20591861035156,34.20591861035156,34.20591861035156,34.20591861035156,0.0,0.0,0.0
10/02/1928,34.10591822888183,34.10591822888183,34.10591822888183,34.10591822888183,0.0,0.0,0.0
10/03/1928,34.035918534057615,34.035918534057615,34.035918534057615,34.035918534057615,0.0,0.0,0.0
10/04/1928,34.10591822888183,34.10591822888183,34.10591822888183,34.10591822888183,0.0,0.0,0.0
10/05/1928,34.06591731335449,34.06591731335449,34.06591731335449,34.06591731335449,0.0,0.0,0.0
10/08/1928,33.95591861035156,33.95591861035156,33.95591861035156,33.95591861035156,0.0,0.0,0.0
10/09/1928,34.02591830517578,34.02591830517578,34.02591830517578,34.02591830517578,0.0,0.0,0.0
10/10/1928,34.25591784741211,34.25591784741211,34.25591784741211,34.25591784741211,0.0,0.0,0.0
10/11/1928,34.35591822888183,34.35591822888183,34.35591822888183,34.35591822888183,0.0,0.0,0.0
10/15/1928,34.49591761853027,34.49591761853027,34.49591761853027,34.49591761853027,0.0,0.0,0.0
10/16/1928,34.56591731335449,34.56591731335449,34.56591731335449,34.56591731335449,0.0,0.0,0.0
10/17/1928,34.63591891552734,34.63591891552734,,34.63591891552734,0.0,0.0,0.0
10/18/1928,34.68591815258789,34.68591815258789,34.68591815258789,34.68591815258789,0.0,0.0,0.0
10/19/1928,34.805917084472654,34.805917084472654,34.805917084472654,34.805917084472654,0.0,0.0,0.0
10/22/1928,34.65591746594238,34.65591746594238,34.65591746594238,34.65591746594238,0.0,0.0,0.0
10/23/1928,34.79591876293945,34.79591876293945,34.79591876293945,34.79591876293945,0.0,0.0,0.0
10/24/1928,34.83591777111816,34.83591777111816,34.83591777111816,34.83591777111816,0.0,0.0,0.0
10/25/1928,34.75591784741211,34.75591784741211,34.75591784741211,34.75591784741211,0.0,0.0,0.0
10/26/1928,34.49591761853027,34.49591761853027,34.49591761853027,34.49591761853027,0.0,0.0,0.0
10/29/1928,34.845918,34.845918,34.845918,34.845918,0.0,0.0,0.0
10/30/1928,34.60591822888183,34.60591822888183,34.60591822888183,34.60591822888183,0.0,0.0,0.0
10/31/1928,34.52591830517578,34.52591830517578,34.52591830517578,34.52591830517578,0.0,0.0,0.0
11/01/1928,34.83591777111816,34.83591777111816,34.83591777111816,34.83591777111816,0.0,0.0,0.0
11/02/1928,34.79591876293945,34.79591876293945,34.79591876293945,34.79591876293945,0.0,0.0,0.0
11/05/1928,35.08591777111816,35.08591777111816,35.08591777111816,35.08591777111816,0.0,0.0,0.0
11/07/1928,35.08591777111816,35.08591777111816,35.08591777111816,35.08591777111816,0.0,0.0,0.0
11/08/1928,35.235917389648435,35.235917389648435,35.235917389648435,35.235917389648435,0.0,0.0,0.0
11/09/1928,35.395917237060544,35.395917237060544,35.395917237060544,35.395917237060544,0.0,0.0,0.0
11/12/1928,35.68591815258789,35.68591815258789,35.68591815258789,35.68591815258789,0.0,0.0,0.0
11/13/1928,35.75591784741211,35.75591784741211,35.75591784741211,35.75591784741211,0.0,0.0,0.0
11/14/1928,35.75591784741211,35.75591784741211,35.75591784741211,35.75591784741211,0.0,0.0,0.0
11/15/1928,35.875918686645505,35.875918686645505,38064.34972653088,35.875918686645505,0.0,0.0,0.0
11/16/1928,36.215918839233396,36.215918839233396,36.215918839233396,36.215918839233396,0.0,0.0,0.0
11/19/1928,36.215918839233396,36.215918839233396,36.215918839233396,36.215918839233396,0.0,0.0,0.0
11/20/1928,45483.48120083545,36.415917694824216,36.415917694824216,36.415917694824216,0.0,0.0,0.0
11/21/1928,36.06591731335449,36.06591731335449,36.06591731335449,36.06591731335449,0.0,0.0,0.0
11/22/1928,36.36591845776367,36.36591845776367,36.36591845776367,36.36591845776367,0.0,0.0,0.0
11/23/1928,36.54591876293945,36.54591876293945,36.54591876293945,36.54591876293945,0.0,0.0,0.0
11/26/1928,36.645917237060544,36.645917237060544,36.645917237060544,36.645917237060544,0.0,0.0,0.0
11/27/1928,36.75591784741211,36.75591784741211,36.75591784741211,36.75591784741211,0.0,0.0,0.0
11/28/1928,37.035918534057615,37.035918534057615,37.035918534057615,37.035918534057615,0.0,0.0,0.0
11/30/1928,37.125918686645505,37.125918686645505,37.125918686645505,37.125918686645505,0.0,0.0,0.0
12/03/1928,36.695918381469724,36.695918381469724,36.695918381469724,36.695918381469724,0.0,0.0,0.0
12/04/1928,36.75591784741211,36.75591784741211,36.75591784741211,36.75591784741211,0.0,0.0,0.0
12/05/1928,36.65591746594238,36.65591746594238,36.65591746594238,36.65591746594238,0.0,0.0,0.0
12/06/1928,35.75591784741211,35.75591784741211,35.75591784741211,35.75591784741211,0.0,0.0,0.0
12/07/1928,35.20591861035156,35.20591861035156,35.20591861035156,35.20591861035156,0.0,0.0,0.0
12/10/1928,35.15591746594238,35.15591746594238,35.15591746594238,35.15591746594238,0.0,0.0,0.0
12/11/1928,35.58591777111816,35.58591777111816,35.58591777111816,35.58591777111816,0.0,0.0,0.0
12/12/1928,35.36591845776367,35.36591845776367,35.36591845776367,35.36591845776367,0.0,0.0,0.0
12/13/1928,35.325917542236326,35.325917542236326,35.325917542236326,35.325917542236326,0.0,0.0,0.0
12/14/1928,35.375918686645505,35.375918686645505,35.375918686645505,35.375918686645505,0.0,0.0,0.0
12/17/1928,35.285918534057615,35.285918534057615,35.285918534057615,35.285918534057615,0.0,0.0,0.0
12/18/1928,35.54591876293945,35.54591876293945,35.54591876293945,35.54591876293945,0.0,0.0,0.0
12/19/1928,35.825917542236326,35.825917542236326,35.825917542236326,35.825917542236326,0.0,0.0,0.0
12/20/1928,35.915917694824216,35.915917694824216,35.915917694824216,35.915917694824216,0.0,0.0,0.0
12/21/1928,36.17591792370605,36.17591792370605,36.17591792370605,36.17591792370605,0.0,0.0,0.0
12/24/1928,36.38591891552734,36.38591891552734,36.38591891552734,36.38591891552734,0.0,0.0,0.0
12/26/1928,36.285918534057615,36.285918534057615,36.285918534057615,36.285918534057615,0.0,0.0,0.0
12/27/1928,36.485917389648435,36.485917389648435,36.485917389648435,36.485917389648435,0.0,0.0,0.0
12/28/1928,36.825917542236326,36.825917542236326,36.825917542236326,36.825917542236326,0.0,0.0,0.0
12/31/1928,46457.70205845569,37.195918381469724,37.195918381469724,37.195918381469724,0.0,0.0,0.0
01/02/1929,37.65591746594238,37.65591746594238,37.65591746594238,37.65591746594238,0.0,0.0,0.0
01/03/1929,47094.6923443291,37.70591861035156,37.70591861035156,37.70591861035156,0.0,0.0,0.0
01/04/1929,37.695918381469724,37.695918381469724,37.695918381469724,37.695918381469724,0.0,0.0,0.0
01/07/1929,37.095918,37.095918,37.095918,37.095918,0.0,0.0,0.0
01/08/1929,37.01591807629394,37.01591807629394,37.01591807629394,37.01591807629394,0.0,0.0,0.0
01/09/1929,37.38591891552734,37.38591891552734,37.38591891552734,37.38591891552734,0.0,0.0,0.0
01/10/1929,37.42591792370605,37.42591792370605,37.42591792370605,37.42591792370605,0.0,0.0,0.0
01/11/1929,37.38591891552734,37.38591891552734,37.38591891552734,37.38591891552734,0.0,0.0,0.0
01/14/1929,37.43591815258789,37.43591815258789,37.43591815258789,37.43591815258789,0.0,0.0,0.0
01/15/1929,37.075917542236326,37.075917542236326,37.075917542236326,37.075917542236326,0.0,0.0,0.0
01/16/1929,37.40591746594238,37.40591746594238,37.40591746594238,37.40591746594238,0.0,0.0,0.0
01/17/1929,37.535918534057615,37.535918534057615,37.535918534057615,37.535918534057615,0.0,0.0,0.0
01/18/1929,37.61591845776367,37.61591845776367,37.61591845776367,37.61591845776367,0.0,0.0,0.0
01/21/1929,37.70591861035156,37.70591861035156,37.70591861035156,37.70591861035156,0.0,0.0,0.0
01/22/1929,37.915917694824216,37.915917694824216,37.915917694824216,37.915917694824216,0.0,0.0,0.0
01/23/1929,38.06591731335449,38.06591731335449,38.06591731335449,38.06591731335449,0.0,0.0,0.0
01/24/1929,37.90591746594238,43364.36958103808,37.90591746594238,37.90591746594238,0.0,0.0,0.0
01/25/1929,38.325917542236326,38.325917542236326,38.325917542236326,38.325917542236326,0.0,0.0,0.0
01/28/1929,38.195918381469724,38.195918381469724,38.195918381469724,38.195918381469724,0.0,0.0,0.0
01/29/1929,38.20591861035156,38.20591861035156,38.20591861035156,38.20591861035156,0.0,0.0,0.0
01/30/1929,38.29591876293945,38.29591876293945,38.29591876293945,38.29591876293945,0.0,0.0,0.0
01/31/1929,38.58591777111816,38.58591777111816,38.58591777111816,38.58591777111816,0.0,0.0,0.0
02/01/1929,38.68591815258789,38.68591815258789,38.68591815258789,38.68591815258789,0.0,0.0,0.0
02/04/1929,38.485917389648435,38.485917389648435,38.485917389648435,38.485917389648435,0.0,0.0,0.0
